Order Date,Order ID,Customer ID,Product,Category,Region,Channel,Units,Revenue,Generation Persona
2024-07-13,ORD-102354,CUS-0231,Everyday Set,Core,New Territories,Marketplace,4,451.99,lapsed_high_value
2024-07-14,ORD-102288,CUS-0226,Refill Pack,Consumables,International,Website,4,204.13,lapsed_high_value
2024-07-14,ORD-102451,CUS-0239,Refill Pack,Consumables,Hong Kong,Mobile App,2,113.51,lapsed_high_value
2024-07-14,ORD-102672,CUS-0288,Refill Pack,Consumables,New Territories,Website,3,70.86,inactive_low_value
2024-07-15,ORD-102119,CUS-0213,Everyday Set,Core,International,Website,1,117.41,lapsed_high_value
2024-07-16,ORD-102141,CUS-0215,Starter Kit,Starter,Hong Kong,Website,1,75.6,lapsed_high_value
2024-07-16,ORD-102314,CUS-0228,Everyday Set,Core,New Territories,Website,4,568.1,lapsed_high_value
2024-07-17,ORD-102049,CUS-0207,Everyday Set,Core,New Territories,Website,2,210.77,lapsed_high_value
2024-07-17,ORD-102355,CUS-0231,Premium Set,Premium,New Territories,Mobile App,1,243.44,lapsed_high_value
2024-07-18,ORD-102673,CUS-0288,Everyday Set,Core,New Territories,Marketplace,4,347.5,inactive_low_value
2024-07-19,ORD-102050,CUS-0207,Starter Kit,Starter,New Territories,Website,3,169.46,lapsed_high_value
2024-07-19,ORD-102230,CUS-0222,Refill Pack,Consumables,Hong Kong,Website,1,34.81,lapsed_high_value
2024-07-20,ORD-102011,CUS-0204,Everyday Set,Core,Kowloon,Marketplace,4,452.24,lapsed_high_value
2024-07-20,ORD-102647,CUS-0274,Everyday Set,Core,Hong Kong,Mobile App,3,236.23,inactive_low_value
2024-07-21,ORD-102274,CUS-0225,Everyday Set,Core,Hong Kong,Mobile App,1,116.33,lapsed_high_value
2024-07-21,ORD-102500,CUS-0243,Everyday Set,Core,Kowloon,Mobile App,1,156.24,lapsed_high_value
2024-07-21,ORD-102541,CUS-0246,Premium Set,Premium,International,Mobile App,4,768.52,lapsed_high_value
2024-07-21,ORD-102554,CUS-0247,Everyday Set,Core,New Territories,Marketplace,1,107.17,lapsed_high_value
2024-07-21,ORD-102587,CUS-0250,Starter Kit,Starter,New Territories,Mobile App,1,57.81,lapsed_high_value
2024-07-22,ORD-102328,CUS-0229,Everyday Set,Core,New Territories,Mobile App,4,600.79,lapsed_high_value
2024-07-22,ORD-102479,CUS-0241,Everyday Set,Core,New Territories,Website,4,447.3,lapsed_high_value
2024-07-23,ORD-102079,CUS-0210,Starter Kit,Starter,Kowloon,Website,4,303.58,lapsed_high_value
2024-07-23,ORD-102171,CUS-0217,Refill Pack,Consumables,Kowloon,Marketplace,3,138.39,lapsed_high_value
2024-07-23,ORD-102664,CUS-0283,Everyday Set,Core,Hong Kong,Marketplace,3,193.25,inactive_low_value
2024-07-24,ORD-102589,CUS-0250,Everyday Set,Core,New Territories,Mobile App,4,528.34,lapsed_high_value
2024-07-24,ORD-102634,CUS-0269,Refill Pack,Consumables,Kowloon,Marketplace,2,49.57,inactive_low_value
2024-07-25,ORD-102071,CUS-0209,Everyday Set,Core,Hong Kong,Website,3,554.44,lapsed_high_value
2024-07-25,ORD-102392,CUS-0234,Everyday Set,Core,New Territories,Website,2,187.48,lapsed_high_value
2024-07-26,ORD-102231,CUS-0222,Everyday Set,Core,Hong Kong,Marketplace,2,213.69,lapsed_high_value
2024-07-26,ORD-102289,CUS-0226,Starter Kit,Starter,International,Website,4,361.27,lapsed_high_value
2024-07-27,ORD-102661,CUS-0281,Everyday Set,Core,Kowloon,Marketplace,2,97.4,inactive_low_value
2024-07-28,ORD-102012,CUS-0204,Everyday Set,Core,Kowloon,Mobile App,3,374.48,lapsed_high_value
2024-07-28,RET-102588,CUS-0250,Starter Kit,Starter,New Territories,Return,-1,-57.81,lapsed_high_value
2024-07-29,ORD-102027,CUS-0205,Everyday Set,Core,International,Website,3,375.63,lapsed_high_value
2024-07-29,ORD-102130,CUS-0214,Refill Pack,Consumables,Hong Kong,Marketplace,4,210.72,lapsed_high_value
2024-07-29,ORD-102618,CUS-0262,Everyday Set,Core,Hong Kong,Website,2,84.62,inactive_low_value
2024-07-30,ORD-101191,CUS-0077,Refill Pack,Consumables,Kowloon,Marketplace,4,144.79,steady_repeat
2024-08-01,ORD-101978,CUS-0201,Premium Set,Premium,Kowloon,Website,4,1036.52,lapsed_high_value
2024-08-01,ORD-102001,CUS-0203,Starter Kit,Starter,Hong Kong,Website,3,160.69,lapsed_high_value
2024-08-01,ORD-102013,CUS-0204,Everyday Set,Core,Kowloon,Website,4,490.87,lapsed_high_value
2024-08-02,ORD-102654,CUS-0278,Starter Kit,Starter,Hong Kong,Website,1,25.5,inactive_low_value
2024-08-03,ORD-102172,CUS-0217,Starter Kit,Starter,Kowloon,Mobile App,3,210.53,lapsed_high_value
2024-08-04,ORD-101989,CUS-0202,Starter Kit,Starter,Hong Kong,Marketplace,3,206.24,lapsed_high_value
2024-08-05,ORD-102211,CUS-0220,Premium Set,Premium,Kowloon,Mobile App,1,229.14,lapsed_high_value
2024-08-05,ORD-102408,CUS-0235,Refill Pack,Consumables,New Territories,Marketplace,2,93.23,lapsed_high_value
2024-08-06,ORD-102246,CUS-0223,Refill Pack,Consumables,New Territories,Website,4,148.9,lapsed_high_value
2024-08-06,ORD-102290,CUS-0226,Everyday Set,Core,International,Website,2,315.81,lapsed_high_value
2024-08-06,ORD-102486,CUS-0242,Refill Pack,Consumables,International,Marketplace,2,107.45,lapsed_high_value
2024-08-07,ORD-102612,CUS-0260,Refill Pack,Consumables,Hong Kong,Marketplace,3,91.22,inactive_low_value
2024-08-09,ORD-101518,CUS-0103,Everyday Set,Core,Kowloon,Marketplace,1,96.61,steady_repeat
2024-08-09,ORD-102120,CUS-0213,Premium Set,Premium,International,Website,3,732.77,lapsed_high_value
2024-08-10,ORD-102173,CUS-0217,Starter Kit,Starter,Kowloon,Mobile App,3,214.2,lapsed_high_value
2024-08-10,ORD-102427,CUS-0237,Everyday Set,Core,International,Website,3,359.72,lapsed_high_value
2024-08-10,ORD-102555,CUS-0247,Premium Set,Premium,New Territories,Mobile App,2,473.3,lapsed_high_value
2024-08-10,ORD-102629,CUS-0267,Starter Kit,Starter,New Territories,Mobile App,4,136.36,inactive_low_value
2024-08-11,ORD-102142,CUS-0215,Everyday Set,Core,Hong Kong,Website,1,150.63,lapsed_high_value
2024-08-11,ORD-102143,CUS-0215,Refill Pack,Consumables,Hong Kong,Mobile App,3,131.44,lapsed_high_value
2024-08-11,ORD-102199,CUS-0219,Refill Pack,Consumables,New Territories,Mobile App,3,122.26,lapsed_high_value
2024-08-11,ORD-102212,CUS-0220,Everyday Set,Core,Kowloon,Website,3,437.83,lapsed_high_value
2024-08-11,ORD-102364,CUS-0232,Refill Pack,Consumables,Hong Kong,Website,3,141.9,lapsed_high_value
2024-08-11,ORD-102460,CUS-0240,Everyday Set,Core,Kowloon,Marketplace,2,265.42,lapsed_high_value
2024-08-12,ORD-102657,CUS-0279,Everyday Set,Core,Kowloon,Website,4,290.57,inactive_low_value
2024-08-13,ORD-102291,CUS-0226,Premium Set,Premium,International,Mobile App,3,836.12,lapsed_high_value
2024-08-13,ORD-102524,CUS-0245,Everyday Set,Core,International,Marketplace,3,434.06,lapsed_high_value
2024-08-14,ORD-102275,CUS-0225,Starter Kit,Starter,Hong Kong,Marketplace,2,126.47,lapsed_high_value
2024-08-14,RET-102613,CUS-0260,Refill Pack,Consumables,Hong Kong,Return,-1,-30.41,inactive_low_value
2024-08-15,ORD-102059,CUS-0208,Starter Kit,Starter,New Territories,Marketplace,1,56.75,lapsed_high_value
2024-08-15,ORD-102121,CUS-0213,Everyday Set,Core,International,Mobile App,3,420.32,lapsed_high_value
2024-08-15,ORD-102264,CUS-0224,Everyday Set,Core,Hong Kong,Marketplace,3,517.25,lapsed_high_value
2024-08-15,ORD-102296,CUS-0227,Everyday Set,Core,Kowloon,Marketplace,3,430.51,lapsed_high_value
2024-08-15,ORD-102774,CUS-0310,Everyday Set,Core,New Territories,Marketplace,3,176.47,cooling
2024-08-17,ORD-102028,CUS-0205,Premium Set,Premium,International,Mobile App,1,245.42,lapsed_high_value
2024-08-17,ORD-102378,CUS-0233,Everyday Set,Core,New Territories,Marketplace,1,167.85,lapsed_high_value
2024-08-17,RET-102428,CUS-0237,Everyday Set,Core,International,Return,-1,-119.91,lapsed_high_value
2024-08-18,ORD-101979,CUS-0201,Everyday Set,Core,Kowloon,Mobile App,4,623.16,lapsed_high_value
2024-08-18,ORD-102072,CUS-0209,Refill Pack,Consumables,Hong Kong,Website,2,111.08,lapsed_high_value
2024-08-18,ORD-102416,CUS-0236,Starter Kit,Starter,New Territories,Website,1,69.39,lapsed_high_value
2024-08-18,RET-102144,CUS-0215,Refill Pack,Consumables,Hong Kong,Return,-1,-43.81,lapsed_high_value
2024-08-19,ORD-101083,CUS-0069,Premium Set,Premium,Kowloon,Marketplace,3,648.75,steady_repeat
2024-08-19,ORD-101126,CUS-0072,Starter Kit,Starter,Hong Kong,Website,2,126.16,steady_repeat
2024-08-19,ORD-102429,CUS-0237,Starter Kit,Starter,International,Website,2,102.8,lapsed_high_value
2024-08-20,ORD-102080,CUS-0210,Everyday Set,Core,Kowloon,Marketplace,3,464.61,lapsed_high_value
2024-08-20,ORD-102693,CUS-0297,Premium Set,Premium,Hong Kong,Mobile App,2,356.05,cooling
2024-08-21,ORD-101096,CUS-0070,Premium Set,Premium,Hong Kong,Website,3,588.39,steady_repeat
2024-08-21,ORD-102145,CUS-0215,Everyday Set,Core,Hong Kong,Marketplace,1,144.23,lapsed_high_value
2024-08-21,ORD-102247,CUS-0223,Everyday Set,Core,New Territories,Website,3,335.67,lapsed_high_value
2024-08-21,ORD-102687,CUS-0295,Everyday Set,Core,Hong Kong,Website,4,207.9,inactive_low_value
2024-08-21,ORD-102895,CUS-0330,Refill Pack,Consumables,New Territories,Mobile App,2,42.73,cooling
2024-08-21,RET-102276,CUS-0225,Starter Kit,Starter,Hong Kong,Return,-1,-63.24,lapsed_high_value
2024-08-22,ORD-101070,CUS-0068,Starter Kit,Starter,Kowloon,Marketplace,3,166.74,steady_repeat
2024-08-22,ORD-102248,CUS-0223,Everyday Set,Core,New Territories,Marketplace,3,373.06,lapsed_high_value
2024-08-22,ORD-102356,CUS-0231,Starter Kit,Starter,New Territories,Website,3,174.44,lapsed_high_value
2024-08-22,ORD-102417,CUS-0236,Refill Pack,Consumables,New Territories,Marketplace,1,39.38,lapsed_high_value
2024-08-22,RET-102122,CUS-0213,Everyday Set,Core,International,Return,-1,-140.11,lapsed_high_value
2024-08-23,ORD-100909,CUS-0054,Starter Kit,Starter,Kowloon,Mobile App,3,154.44,steady_repeat
2024-08-24,ORD-100929,CUS-0056,Refill Pack,Consumables,Hong Kong,Website,1,33.39,steady_repeat
2024-08-24,ORD-101127,CUS-0072,Refill Pack,Consumables,Hong Kong,Website,1,42.43,steady_repeat
2024-08-25,ORD-102393,CUS-0234,Everyday Set,Core,New Territories,Website,1,93.16,lapsed_high_value
2024-08-25,ORD-102804,CUS-0315,Starter Kit,Starter,International,Website,1,39.35,cooling
2024-08-26,ORD-102155,CUS-0216,Everyday Set,Core,Kowloon,Website,4,308.76,lapsed_high_value
2024-08-27,ORD-102576,CUS-0249,Refill Pack,Consumables,Hong Kong,Website,1,37.32,lapsed_high_value
2024-08-28,ORD-101165,CUS-0075,Refill Pack,Consumables,New Territories,Website,1,37.37,steady_repeat
2024-08-28,ORD-102060,CUS-0208,Everyday Set,Core,New Territories,Marketplace,1,130.49,lapsed_high_value
2024-08-28,ORD-102577,CUS-0249,Refill Pack,Consumables,Hong Kong,Website,4,180.52,lapsed_high_value
2024-08-29,ORD-101071,CUS-0068,Premium Set,Premium,Kowloon,Mobile App,1,197.18,steady_repeat
2024-08-29,ORD-101128,CUS-0072,Everyday Set,Core,Hong Kong,Marketplace,4,439.39,steady_repeat
2024-08-29,ORD-102542,CUS-0246,Everyday Set,Core,International,Website,2,221.15,lapsed_high_value
2024-08-30,ORD-102123,CUS-0213,Premium Set,Premium,International,Website,3,668.59,lapsed_high_value
2024-08-30,ORD-102249,CUS-0223,Everyday Set,Core,New Territories,Mobile App,4,501.13,lapsed_high_value
2024-08-30,ORD-102297,CUS-0227,Premium Set,Premium,Kowloon,Website,4,992.35,lapsed_high_value
2024-08-31,ORD-101017,CUS-0063,Everyday Set,Core,Hong Kong,Website,1,144.91,steady_repeat
2024-08-31,ORD-102298,CUS-0227,Everyday Set,Core,Kowloon,Website,3,398.44,lapsed_high_value
2024-08-31,ORD-102674,CUS-0289,Starter Kit,Starter,Kowloon,Mobile App,1,26.8,inactive_low_value
2024-09-01,ORD-102590,CUS-0250,Refill Pack,Consumables,New Territories,Mobile App,1,41.9,lapsed_high_value
2024-09-01,RET-102805,CUS-0315,Starter Kit,Starter,International,Return,-1,-39.35,cooling
2024-09-02,ORD-102124,CUS-0213,Premium Set,Premium,International,Website,4,992.49,lapsed_high_value
2024-09-02,ORD-102156,CUS-0216,Everyday Set,Core,Kowloon,Website,3,268.17,lapsed_high_value
2024-09-02,ORD-102556,CUS-0247,Starter Kit,Starter,New Territories,Website,2,137.36,lapsed_high_value
2024-09-02,ORD-102599,CUS-0254,Everyday Set,Core,Kowloon,Mobile App,4,268.46,inactive_low_value
2024-09-02,ORD-102659,CUS-0280,Refill Pack,Consumables,New Territories,Mobile App,3,78.68,inactive_low_value
2024-09-02,ORD-102703,CUS-0298,Everyday Set,Core,Kowloon,Marketplace,1,107.15,cooling
2024-09-02,ORD-102724,CUS-0302,Everyday Set,Core,Kowloon,Website,4,356.46,cooling
2024-09-03,ORD-102512,CUS-0244,Starter Kit,Starter,Kowloon,Website,1,83.05,lapsed_high_value
2024-09-04,ORD-102081,CUS-0210,Starter Kit,Starter,Kowloon,Mobile App,1,78.39,lapsed_high_value
2024-09-06,ORD-102315,CUS-0228,Refill Pack,Consumables,New Territories,Website,2,84.17,lapsed_high_value
2024-09-06,ORD-102365,CUS-0232,Starter Kit,Starter,Hong Kong,Website,1,63.47,lapsed_high_value
2024-09-07,ORD-102439,CUS-0238,Starter Kit,Starter,New Territories,Website,1,60.48,lapsed_high_value
2024-09-07,ORD-102809,CUS-0316,Starter Kit,Starter,Hong Kong,Marketplace,4,100.81,cooling
2024-09-07,RET-101018,CUS-0063,Everyday Set,Core,Hong Kong,Return,-1,-144.91,steady_repeat
2024-09-08,ORD-100956,CUS-0058,Premium Set,Premium,Hong Kong,Website,3,576.52,steady_repeat
2024-09-08,ORD-101433,CUS-0096,Starter Kit,Starter,Hong Kong,Mobile App,1,51.66,steady_repeat
2024-09-08,ORD-102002,CUS-0203,Everyday Set,Core,Hong Kong,Website,4,385.98,lapsed_high_value
2024-09-08,ORD-102083,CUS-0210,Everyday Set,Core,Kowloon,Website,3,501.22,lapsed_high_value
2024-09-08,ORD-102334,CUS-0230,Everyday Set,Core,Kowloon,Mobile App,2,263.32,lapsed_high_value
2024-09-08,ORD-102394,CUS-0234,Everyday Set,Core,New Territories,Website,2,225.37,lapsed_high_value
2024-09-08,ORD-102694,CUS-0297,Everyday Set,Core,Hong Kong,Website,2,192.85,cooling
2024-09-09,ORD-102335,CUS-0230,Everyday Set,Core,Kowloon,Website,4,497.95,lapsed_high_value
2024-09-09,ORD-102379,CUS-0233,Starter Kit,Starter,New Territories,Marketplace,1,91.32,lapsed_high_value
2024-09-09,ORD-102525,CUS-0245,Everyday Set,Core,International,Mobile App,2,364.43,lapsed_high_value
2024-09-10,ORD-100930,CUS-0056,Premium Set,Premium,Hong Kong,Website,1,176.52,steady_repeat
2024-09-10,ORD-101559,CUS-0106,Everyday Set,Core,New Territories,Website,1,92.15,steady_repeat
2024-09-10,ORD-102250,CUS-0223,Premium Set,Premium,New Territories,Website,4,1000.98,lapsed_high_value
2024-09-10,ORD-102641,CUS-0272,Starter Kit,Starter,Kowloon,Website,4,129.0,inactive_low_value
2024-09-10,ORD-102736,CUS-0304,Everyday Set,Core,New Territories,Mobile App,1,69.99,cooling
2024-09-11,ORD-101084,CUS-0069,Premium Set,Premium,Kowloon,Website,3,707.93,steady_repeat
2024-09-11,RET-102082,CUS-0210,Starter Kit,Starter,Kowloon,Return,-1,-78.39,lapsed_high_value
2024-09-12,ORD-101019,CUS-0063,Starter Kit,Starter,Hong Kong,Website,3,185.24,steady_repeat
2024-09-12,ORD-101072,CUS-0068,Everyday Set,Core,Kowloon,Website,4,388.23,steady_repeat
2024-09-12,ORD-101231,CUS-0080,Everyday Set,Core,New Territories,Mobile App,2,168.71,steady_repeat
2024-09-12,ORD-102036,CUS-0206,Starter Kit,Starter,New Territories,Website,1,70.04,lapsed_high_value
2024-09-12,ORD-102265,CUS-0224,Premium Set,Premium,Hong Kong,Marketplace,4,1172.15,lapsed_high_value
2024-09-13,ORD-101020,CUS-0063,Refill Pack,Consumables,Hong Kong,Mobile App,2,97.24,steady_repeat
2024-09-13,ORD-102232,CUS-0222,Premium Set,Premium,Hong Kong,Marketplace,3,586.69,lapsed_high_value
2024-09-13,ORD-102336,CUS-0230,Starter Kit,Starter,Kowloon,Mobile App,2,139.89,lapsed_high_value
2024-09-13,ORD-102567,CUS-0248,Everyday Set,Core,Hong Kong,Mobile App,1,170.21,lapsed_high_value
2024-09-14,ORD-102061,CUS-0208,Everyday Set,Core,New Territories,Website,4,492.06,lapsed_high_value
2024-09-14,ORD-102299,CUS-0227,Refill Pack,Consumables,Kowloon,Website,1,36.46,lapsed_high_value
2024-09-14,ORD-102337,CUS-0230,Refill Pack,Consumables,Kowloon,Website,4,175.5,lapsed_high_value
2024-09-14,ORD-102683,CUS-0294,Everyday Set,Core,Kowloon,Website,3,244.74,inactive_low_value
2024-09-14,RET-102440,CUS-0238,Starter Kit,Starter,New Territories,Return,-1,-60.48,lapsed_high_value
2024-09-15,ORD-102062,CUS-0208,Everyday Set,Core,New Territories,Website,3,350.64,lapsed_high_value
2024-09-15,ORD-102103,CUS-0212,Everyday Set,Core,Kowloon,Marketplace,3,394.07,lapsed_high_value
2024-09-15,ORD-102430,CUS-0237,Premium Set,Premium,International,Marketplace,1,208.19,lapsed_high_value
2024-09-16,RET-102526,CUS-0245,Everyday Set,Core,International,Return,-1,-182.21,lapsed_high_value
2024-09-17,ORD-101318,CUS-0087,Refill Pack,Consumables,Hong Kong,Website,2,68.1,steady_repeat
2024-09-17,ORD-101472,CUS-0099,Everyday Set,Core,New Territories,Website,2,222.14,steady_repeat
2024-09-17,ORD-102395,CUS-0234,Starter Kit,Starter,New Territories,Website,2,118.87,lapsed_high_value
2024-09-17,ORD-102441,CUS-0238,Refill Pack,Consumables,New Territories,Marketplace,4,174.25,lapsed_high_value
2024-09-17,ORD-102619,CUS-0262,Refill Pack,Consumables,Hong Kong,Marketplace,4,52.98,inactive_low_value
2024-09-17,ORD-102623,CUS-0264,Everyday Set,Core,New Territories,Website,1,82.57,inactive_low_value
2024-09-17,ORD-102725,CUS-0302,Everyday Set,Core,Kowloon,Marketplace,2,162.36,cooling
2024-09-18,ORD-101085,CUS-0069,Starter Kit,Starter,Kowloon,Website,1,58.8,steady_repeat
2024-09-18,ORD-102357,CUS-0231,Refill Pack,Consumables,New Territories,Mobile App,3,123.05,lapsed_high_value
2024-09-18,ORD-102601,CUS-0256,Premium Set,Premium,Kowloon,Marketplace,2,256.6,inactive_low_value
2024-09-19,ORD-102896,CUS-0330,Refill Pack,Consumables,New Territories,Marketplace,4,87.14,cooling
2024-09-19,RET-101232,CUS-0080,Everyday Set,Core,New Territories,Return,-1,-84.35,steady_repeat
2024-09-20,ORD-102338,CUS-0230,Refill Pack,Consumables,Kowloon,Mobile App,2,88.34,lapsed_high_value
2024-09-21,ORD-101129,CUS-0072,Refill Pack,Consumables,Hong Kong,Website,1,38.51,steady_repeat
2024-09-21,ORD-102670,CUS-0287,Starter Kit,Starter,New Territories,Website,2,73.65,inactive_low_value
2024-09-22,ORD-101021,CUS-0063,Refill Pack,Consumables,Hong Kong,Marketplace,2,78.21,steady_repeat
2024-09-22,ORD-102329,CUS-0229,Starter Kit,Starter,New Territories,Website,3,197.78,lapsed_high_value
2024-09-22,ORD-102380,CUS-0233,Everyday Set,Core,New Territories,Website,1,178.02,lapsed_high_value
2024-09-23,ORD-100957,CUS-0058,Refill Pack,Consumables,Hong Kong,Website,3,103.15,steady_repeat
2024-09-23,ORD-101448,CUS-0097,Refill Pack,Consumables,New Territories,Website,1,38.36,steady_repeat
2024-09-24,ORD-101304,CUS-0086,Everyday Set,Core,Hong Kong,Website,1,115.51,steady_repeat
2024-09-24,ORD-102737,CUS-0304,Everyday Set,Core,New Territories,Website,3,185.4,cooling
2024-09-25,ORD-101218,CUS-0079,Everyday Set,Core,New Territories,Mobile App,1,88.9,steady_repeat
2024-09-25,ORD-102330,CUS-0229,Starter Kit,Starter,New Territories,Marketplace,2,151.91,lapsed_high_value
2024-09-25,RET-101086,CUS-0069,Starter Kit,Starter,Kowloon,Return,-1,-58.8,steady_repeat
2024-09-26,ORD-101151,CUS-0074,Starter Kit,Starter,Hong Kong,Website,2,89.35,steady_repeat
2024-09-27,ORD-101152,CUS-0074,Refill Pack,Consumables,Hong Kong,Marketplace,1,32.32,steady_repeat
2024-09-27,ORD-101305,CUS-0086,Starter Kit,Starter,Hong Kong,Website,1,43.22,steady_repeat
2024-09-27,ORD-101347,CUS-0089,Everyday Set,Core,International,Website,4,489.2,steady_repeat
2024-09-27,ORD-102213,CUS-0220,Refill Pack,Consumables,Kowloon,Mobile App,4,181.3,lapsed_high_value
2024-09-27,ORD-102316,CUS-0228,Everyday Set,Core,New Territories,Website,2,291.39,lapsed_high_value
2024-09-27,ORD-102381,CUS-0233,Refill Pack,Consumables,New Territories,Marketplace,4,207.11,lapsed_high_value
2024-09-27,ORD-102662,CUS-0281,Premium Set,Premium,Kowloon,Mobile App,1,97.53,inactive_low_value
2024-09-28,ORD-101153,CUS-0074,Everyday Set,Core,Hong Kong,Marketplace,3,312.32,steady_repeat
2024-09-28,ORD-101260,CUS-0082,Refill Pack,Consumables,Hong Kong,Marketplace,3,71.4,steady_repeat
2024-09-28,ORD-102557,CUS-0247,Everyday Set,Core,New Territories,Website,2,211.08,lapsed_high_value
2024-09-28,ORD-102866,CUS-0326,Everyday Set,Core,New Territories,Website,3,240.16,cooling
2024-09-29,ORD-102200,CUS-0219,Premium Set,Premium,New Territories,Website,2,518.71,lapsed_high_value
2024-09-29,ORD-102704,CUS-0298,Starter Kit,Starter,Kowloon,Website,3,159.89,cooling
2024-09-29,ORD-102738,CUS-0304,Everyday Set,Core,New Territories,Mobile App,4,251.02,cooling
2024-09-30,ORD-102819,CUS-0318,Starter Kit,Starter,Hong Kong,Marketplace,1,42.2,cooling
2024-09-30,ORD-102867,CUS-0326,Refill Pack,Consumables,New Territories,Marketplace,4,104.82,cooling
2024-10-01,ORD-101022,CUS-0063,Starter Kit,Starter,Hong Kong,Website,4,244.5,steady_repeat
2024-10-01,ORD-101473,CUS-0099,Premium Set,Premium,New Territories,Website,3,805.42,steady_repeat
